Product Code,Description,Creditor Code,Creditor Name,Supplier Cost Date,Supplier Cost,"Additional
Cost Bs",Latest Cost Bs,Supplier Standard Cost,Minimum Order Quantity,Vendors Code,"Lead
Time","Time
Unit","Last
Receipt",Default
BLHG75IPA,BLISMA 75pc Anti-Bacterial Wipes,TINGTAI,Ting Tai Industrial Ltd,11/09/2018,$2.823,$0.309,$3.132,$2.050,,BLHG75IPA,,Weeks,11/09/2018,0
BLHG75IPA,BLISMA 75pc Anti-Bacterial Wipes,TINGTUSD,Ting Tai Industrial Ltd,28/06/2019,$2.100,$0.200,$3.335,$2.100,,BLHG75IPA,12,Weeks,28/06/2019,1
BLHW15PK,BLISMA 15pcs Handwipes,TINGTAI,Ting Tai Industrial Ltd,28/06/2019,$0.220,$0.050,$0.270,$0.220,,HP5015-BL1,,Weeks,28/06/2019,0
BLHW15PK,BLISMA 15pcs Handwipes,TINGTUSD,Ting Tai Industrial Ltd,28/06/2019,$0.220,$0.050,$0.378,$0.220,,HP5015-BL1,3,Months,28/06/2019,1
BLHW15PK-IC,BLISMA 15pcs Handwipes 20 Pack,OPTICA,OPTICA,,,,,,,,,,,1
BLICEPK10,BLISMA - Small Instant Ice Packs,TOPSUSD,Tops Medical Articles Industry Inc,13/08/2018,$0.350,$0.115,$0.648,$0.350,,BLICEPK10,12,Weeks,13/08/2018,1
BLICEPK10-3PK,3 * BLISMA - Small Instant Ice Packs,TOPSUSD,Tops Medical Articles Industry Inc,,,,,,,,,,,1
BLICEPK10-8PK,8 * BLISMA - Small Instant Ice Packs,TOPSUSD,Tops Medical Articles Industry Inc,,,,,,,,,,,1
BLICEPK25,BLISMA - Large Instant Ice Packs,TOPSUSD,Tops Medical Articles Industry Inc,13/08/2018,$0.520,$0.276,$1.068,$0.520,,BLICEPK25,12,Weeks,13/08/2018,1
BLICEPK25-2PK,2 * BLISMA - Large Instant Ice Packs,TOPSUSD,Tops Medical Articles Industry Inc,,,,,,,,,,,1
BLICEPK25-8PK,8 * BLISMA - Large Instant Ice Packs,TOPSUSD,Tops Medical Articles Industry Inc,,,,,,,,,,,1
BLO-200MLCAP,200ml 24mm Optica White Cap,BLOW,Blowright,31/01/2008,$0.158,$0.000,$0.158,$0.000,,W000,,Weeks,31/01/2008,0
BLO-200MLCAP,200ml 24mm Optica White Cap,PACKTECH,Pack Teck Moulding (2011) Ltd,27/07/2017,$0.153,$0.000,$0.153,$0.000,,,,Weeks,27/07/2017,1
BLU - CO001 4L BLACK INK,Permatone CO Black 4L,BLUE,BLUE PRINT IMAGING LTD,10/04/2019,$96.400,$0.000,$96.400,$96.400,,CO001,1,Weeks,10/04/2019,1
BLU - JET100,Cleaning Stick (1/100 Pack),BLUE,BLUE PRINT IMAGING LTD,15/04/2019,$108.000,$0.000,$108.000,$108.000,,BLUE,,Weeks,15/04/2019,1
BLU - JET105,JF Swabs TX761 50 swaps,BLUE,BLUE PRINT IMAGING LTD,,,,,,,,,,,1
BLU - LUS120C,MIMAKI LUS-120 Cyan 1 Lt,BLUE,BLUE PRINT IMAGING LTD,31/05/2019,$264.750,$0.000,$264.750,$264.750,,MIMAKI LUS-120 CYAN 1 LT,1,Weeks,31/05/2019,1
BLU - LUS120CL,MIMAKI LUS-120 Clear 1Lt,BLUE,BLUE PRINT IMAGING LTD,24/06/2019,$264.750,$5.830,$270.580,$0.000,,,,Weeks,24/06/2019,1
BLU - LUS120K,MIMAKI LUS-120 BLACK 1L,BLUE,BLUE PRINT IMAGING LTD,10/04/2019,$264.750,$0.000,$264.750,$264.750,,BLUE,1,Weeks,10/04/2019,1
BLU - LUS120LC,MIMAKI LUS-120 Light Cyan 1 Lt,BLUE,BLUE PRINT IMAGING LTD,30/04/2019,$264.750,$0.000,$264.750,$264.750,,MIMAKI LUS-120 LIGHT CYAN 1,1,Weeks,30/04/2019,1
BLU - LUS120LM,MIMAKI LUS-120 Lt Magenta 1Lt,BLUE,BLUE PRINT IMAGING LTD,24/06/2019,$264.750,$5.830,$270.580,$0.000,,,,Weeks,24/06/2019,1
BLU - LUS120M,MIMAKI LUS-120 Magenta 1Lt,BLUE,BLUE PRINT IMAGING LTD,24/06/2019,$264.750,$5.830,$270.580,$0.000,,,,Weeks,24/06/2019,1
BLU - LUS120W,MIMAKI LUS-120 White 1 Lt,BLUE,BLUE PRINT IMAGING LTD,31/05/2019,$264.750,$0.000,$264.750,$264.750,,MIMAKI LUS-120 WHITE 1 LT,1,Weeks,31/05/2019,1
BLU - LUS120Y,MIMAKI LUS-120 Yellow 1 Lt,BLUE,BLUE PRINT IMAGING LTD,31/05/2019,$264.750,$0.000,$264.750,$264.750,,MIMAKI LUS-120 YELLOW 1 LT,1,Weeks,31/05/2019,1
BLU - MMA102452,Mimaki SPC-0568 Cleaning Liquid 100ml F-200/LF-200,BLUE,BLUE PRINT IMAGING LTD,15/04/2019,$59.900,$0.000,$59.900,$59.900,,BLUE,,Weeks,15/04/2019,1
BLU - MMSPA0271,Mimaki Wiper Kit 300TS(10PCS/SET) Blue Colour,BLUE,BLUE PRINT IMAGING LTD,,,,,,,,,,,1
BLU - MMSPC0830,MIMAKI W ABSORBER SET,BLUE,BLUE PRINT IMAGING LTD,24/06/2019,$84.000,$0.000,$84.000,$0.000,,,,Weeks,24/06/2019,1
BLU - PKACE-431 - ESPON PRIN,Ace IJ Positive Film 432x30,BLUE,BLUE PRINT IMAGING LTD,10/04/2019,$211.810,$0.000,$211.810,$211.810,,PKACE-431,1,Weeks,10/04/2019,1
BOTTLE100MLAND PUMP,Round White Bottle / 100 ml,CASH,SUNDRY CASH PURCHASES,13/10/2008,$0.200,$0.000,$0.200,$0.000,,,,Weeks,13/10/2008,0
BOTTLE100MLAND PUMP,Round White Bottle / 100 ml,OPTICA,OPTICA,,,,,,,,,,,1
BUG01-00,Bug-it Glasses holder - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
BUG01-00,Bug-it Glasses holder - Assorted,YOUR1,Yours Optical Co Limited,18/08/2011,$0.000,$0.000,$0.000,$0.000,,YD001-00,12,Weeks,,0
BUG01-01,Bug-it Glasses holder - Black,OPTICA,OPTICA,,,,,,,,,,,1
BUG01-01,Bug-it Glasses holder - Black,YOUR1,Yours Optical Co Limited,18/08/2011,$0.000,$0.000,$0.000,$0.000,,YD001-01,12,Weeks,,0
BUG01-08,Bug-it Glasses holder - Silver,OPTICA,OPTICA,,,,,,,,,,,1
BUG01-08,Bug-it Glasses holder - Silver,YOUR1,Yours Optical Co Limited,18/08/2011,$0.000,$0.000,$0.000,$0.000,,YD001-08,,Weeks,,0
BUG01-09,Bug-it Glasses holder - Gun,OPTICA,OPTICA,,,,,,,,,,,1
BUG01-09,Bug-it Glasses holder - Gun,YOUR1,Yours Optical Co Limited,18/08/2011,$0.000,$0.000,$0.000,$0.000,,YD001-09,,Weeks,,0
BUG01-32,Bug-it Glasses holder - Purple,OPTICA,OPTICA,,,,,,,,,,,1
BUG01-32,Bug-it Glasses holder - Purple,YOUR1,Yours Optical Co Limited,18/08/2011,$0.000,$0.000,$0.000,$0.000,,YD001-32,,Weeks,,0
BUG01-44,Bug-it Glasses holder - Red,OPTICA,OPTICA,,,,,,,,,,,1
BUG01-44,Bug-it Glasses holder - Red,YOUR1,Yours Optical Co Limited,18/08/2011,$0.000,$0.000,$0.000,$0.000,,YD001-44,,Weeks,,0
BUG01-SS,Visor Clips - Assorted (12pcs Pack),OPTICA,OPTICA,,,,,,,,,,,1
BWM326-02,"Dickens - BigW Giveaway Black Case - ""BigW Optical"" logo",D&DUSD,"Wenzhou D&D international Trade Co., Ltd",27/09/2018,$0.440,$0.200,$0.860,$0.440,,DF6230-BLACK,12,Weeks,27/09/2018,1
BWSTAND,"Bright Wipe Floor Display Stand,",OPTICA,OPTICA,,,,,,,,,,,1
BWTM57,Spectacle cases - Cupcake Pink / Pink Logo,D&D,"Wenzhou D&D international Trade Co., Ltd",21/01/2015,$0.745,$0.113,$0.858,$0.580,,DF5575,12,Weeks,21/01/2015,0
BWTM57,Spectacle cases - Cupcake Pink / Pink Logo,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$0.580,,,12,Weeks,,0
BWTM57,Spectacle cases - Cupcake Pink / Pink Logo,KONG1,Kong Lung Manufactory Ltd,25/09/2013,$1.328,$0.139,$1.467,$0.000,,10397 (OPM29)PINK W/GREY INT,12,Weeks,25/09/2013,0
BWTM57,Spectacle cases - Cupcake Pink / Pink Logo,OPTICA,OPTICA,,,,,,,,,,,1
C1371AU,Para'Kito Pellet Loose - Pellet OZ formula incl Barcode,EVERGUSD,Evergreen Land,9/08/2019,$0.750,$0.020,$1.170,$0.750,,C1371AU,12,Weeks,9/08/2019,1
C42MC-25,"Domed PVC pouch, printed 42ml - Blue cap, Optica M/C",OPTICA,OPTICA,,,,,,,,,,,1
C42MC-44,"Domed PVC pouch, printed 42ml - Red cap, Optica M/C",OPTICA,OPTICA,,,,,,,,,,,1
C42ME-01,"Eyepro Yellow Branded Cloth,Clear Pouch ,PER42 Black Cap",OPTICA,OPTICA,,,,,,,,,,,1
C42ME-15,"Eyepro Green Branded Cloth,Clear Pouch ,PER42 Green Cap",OPTICA,OPTICA,,,,,,,,,,,1
C42ME-28,"Eyepro Blue Branded Cloth,Clear Pouch PER42,Blue  Cap",OPTICA,OPTICA,,,,,,,,,,,1
C42ME-44,"Eyepro Red Branded Cloth,Clear Pouch PER42, Red Cap",OPTICA,OPTICA,,,,,,,,,,,1
CAP42BLACK,42ML OverCaps - Black,EASYC,"Easyclean Co.,Ltd",21/02/2018,$0.050,$0.005,$0.055,$0.037,,CAP42BLACK,12,Weeks,21/02/2018,0
CAP42BLACK,42ML OverCaps - Black,EASYCUSD,"Easyclean Co.,Ltd",21/03/2019,$0.037,$0.070,$0.124,$0.037,,,12,Weeks,21/03/2019,1
CAP42BLUE,42ML OverCaps - Blue,EASYC,"Easyclean Co.,Ltd",31/05/2018,$0.053,$0.000,$0.053,$0.000,,,,Weeks,31/05/2018,0
CAP42BLUE,42ML OverCaps - Blue,EASYCUSD,"Easyclean Co.,Ltd",21/02/2018,$0.050,$0.005,$0.073,$0.037,,,12,Weeks,21/02/2018,1
CAP42GREEN,42ML OverCaps - Green,EASYC,"Easyclean Co.,Ltd",21/02/2018,$0.050,$0.005,$0.055,$0.037,,,12,Weeks,21/02/2018,0
CAP42GREEN,42ML OverCaps - Green,EASYCUSD,"Easyclean Co.,Ltd",28/08/2018,$0.000,$0.000,$0.000,$0.037,,,12,Weeks,,1
CAP42RED,42ML OverCaps - Red,EASYC,"Easyclean Co.,Ltd",21/02/2018,$0.050,$0.005,$0.055,$0.037,,,12,Weeks,21/02/2018,0
CAP42RED,42ML OverCaps - Red,EASYCUSD,"Easyclean Co.,Ltd",28/08/2018,$0.000,$0.000,$0.000,$0.037,,,12,Weeks,,1
CAP42SILVER,42ML OverCaps - Silver,EASYC,"Easyclean Co.,Ltd",21/02/2018,$0.050,$0.005,$0.055,$0.037,,CAP42SILVER,12,Weeks,21/02/2018,0
CAP42SILVER,42ML OverCaps - Silver,EASYCUSD,"Easyclean Co.,Ltd",26/07/2019,$0.037,$0.010,$0.066,$0.037,,,12,Weeks,26/07/2019,1
CARBON,"Carbon Screen Cleaner, Origin: CHINA, 6815.10.00",OPTICA,OPTICA,,,,,,,,,,,1
CARBON-CLIPSTRIP,Carbon Klean branded Clip Strip with 6 clips,CARBKUSD,CarbonKlean LLC,30/08/2018,$0.000,$0.000,$0.000,$1.500,,BACKERS/6CLIPS,12,Weeks,,1
CARBON-CLIPSTRIP,Carbon Klean branded Clip Strip with 6 clips,CARBONK,CarbonKlean LLC,24/08/2017,$2.067,$1.826,$3.893,$1.500,,BACKERS/6CLIPS,12,Weeks,24/08/2017,0
CASE,"Spectacle Case, Origin: CHINA, 4202.32.10",OPTICA,OPTICA,,,,,,,,,,,1
CASEHANGER-WHITE,Plastic Case Hang Tag Optica Branded - White,D&D,"Wenzhou D&D international Trade Co., Ltd",6/06/2017,$0.135,$0.000,$0.135,$0.125,,BRANDED WHITE PLASTIC HANGER,12,Weeks,6/06/2017,0
CASEHANGER-WHITE,Plastic Case Hang Tag Optica Branded - White,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$0.125,,,12,Weeks,,1
CASEP,Case Printing Setup,OPTICA,OPTICA,,,,,,,,,,,1
CAT- PHARMACY  GUIDE,Optica Pharmacy  Guide,OPTICA,OPTICA,,,,,,,,,,,1
CAT-LENSPEN,Optica Lenspen Collection Catalogue,OPTICA,OPTICA,,,,,,,,,,,1
CAT-OPTOMETRY GUIDE,Optica Optomery Guide,OPTICA,OPTICA,,,,,,,,,,,1
CAT-OVERSPEX,Optica Overspex Catalogue,OPTICA,OPTICA,,,,,,,,,,,1
CAT-PARAKITO,Para'Kito Introduction Pack,OPTICA,OPTICA,,,,,,,,,,,1
CAT-PARAKITO- STRATEGIC,Para'Kito Buyers Guide -Strategic,OPTICA,OPTICA,,,,,,,,,,,1
CAT-PARAKITODLE,Para'Kito DLE Consumer Pamphlet (50/pack),EVERG,Evergreen Land,30/04/2015,$0.065,$0.102,$0.167,$0.000,,,,Weeks,30/04/2015,0
CAT-PARAKITODLE,Para'Kito DLE Consumer Pamphlet (50/pack),OPTICA,OPTICA,,,,,,,,,,,1
CAT-READERS,Optica Readers Catalogue,OPTICA,OPTICA,,,,,,,,,,,1
CAT-VISIQUE,Visique Accessory Catalogue,OPTICA,OPTICA,,,,,,,,,,,1
CHENG-AVLENT92,Blue Block Lenses 73x1.5x4.5C,CHENGFUSD,Cheng Fu Enterprise Ltd,21/08/2018,$1.800,$0.000,$2.713,$1.800,,FBB T92 AR-BL,6,Weeks,21/08/2018,1
CHEP,Chep Pallet,OPTICA,OPTICA,,,,,,,,,,,1
CHIL0M18,Chilisi Optical 12pcs Retail Case & Cloth Display,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",11/03/2019,$11.190,$1.584,$18.045,$11.190,,,12,Weeks,11/03/2019,1
CHIL0M18-BLUE,Chilisi Blue Optical Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHIL0M18-GREEN,Chilisi Green Optical Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHIL0M18-PINK,Chilisi Pink Optical Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHIL0M18-RED,Chilisi Red Optical Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMIC18,16pcs Australian Dreamtime Microcloth collection,CMAUSD,CMA Global,2/08/2018,$0.000,$0.000,$0.000,$9.010,,MKA10-160X200,12,Weeks,,1
CHILIDMX18,Chilisi Australian Dreamtime 12pcs Case Collection,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",28/11/2018,$10.640,$1.572,$17.258,$10.640,,DD036,12,Weeks,28/11/2018,1
CHILIDMX18-BB,Dreamtime Case - Billabong,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18-LT,Dreamtime Case - Long Neck Turtle,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18-SL,Dreamtime Case - Sacred Lands,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18-TL,Dreamtime Case - Two Lovers,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18-WD,Dreamtime Case - Water Dream,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18-WH,Dreamtime Case - Waterhole,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18WS-BB,Website Dreamtime Case - Water Lilies,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18WS-LT,Website Dreamtime Case - Long Neck Turtle,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18WS-SL,Website Dreamtime Case - Sacred Lands,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18WS-TL,Website Dreamtime Case - Two Lovers,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18WS-WD,Website Dreamtime Case - Water Dream,OPTICA,OPTICA,,,,,,,,,,,1
CHILIDMX18WS-WH,Website Dreamtime Case - Waterhole,OPTICA,OPTICA,,,,,,,,,,,1
CHILMX18,Chilisi Fashion 12pcs Retail Case & Cloth Display,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",12/07/2019,$11.190,$0.720,$17.509,$11.190,,,12,Weeks,12/07/2019,1
CHILMX18-BC,Chilisi Black Cloud Fashion Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHILMX18-BL,Chilisi Banana Leaves Fashion Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHILMX18-FG,Chilisi Flamingo Fashion Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHILMX18-PA,Chilisi Pineapple Fashion Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHILMX18WS-BC,Website Chilisi Black Cloud Fashion Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHILMX18WS-BL,Website Chilisi Banana Leaves Fashion Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHILMX18WS-FG,Website Chilisi Flamingo Fashion Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CHILMX18WS-PA,Website Chilisi Pineapple Fashion Case and Cloth,OPTICA,OPTICA,,,,,,,,,,,1
CL100NP,Petite Classic Readers Replacement Nosepad,KEEN,Keen Look Co. Ltd,17/07/2018,$0.000,$0.000,$0.000,$0.000,,,20,Weeks,17/07/2018,0
CL100NP,Petite Classic Readers Replacement Nosepad,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$0.000,,,20,Weeks,,1
CL10BK1,Black +1.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBLK+1.00,12,Weeks,20/12/2011,0
CL10BK1,Black +1.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$1.700,,,20,Weeks,26/09/2016,0
CL10BK1,Black +1.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BK1,20,Weeks,,1
CL10BK15,Black +1.50 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBLK+1.50,12,Weeks,20/12/2011,0
CL10BK15,Black +1.50 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$1.700,,,20,Weeks,26/09/2016,0
CL10BK15,Black +1.50 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BK15,20,Weeks,,1
CL10BK2,Black +2.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBLK+2.00,12,Weeks,20/12/2011,0
CL10BK2,Black +2.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$0.000,,,20,Weeks,26/09/2016,0
CL10BK2,Black +2.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BK2,20,Weeks,,1
CL10BK25,Black +2.50 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBLK+2.50,12,Weeks,20/12/2011,0
CL10BK25,Black +2.50 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$1.700,,,20,Weeks,26/09/2016,0
CL10BK25,Black +2.50 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BK25,20,Weeks,,1
CL10BK3,Black +3.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBLK+3.00,12,Weeks,20/12/2011,0
CL10BK3,Black +3.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$1.700,,,20,Weeks,26/09/2016,0
CL10BK3,Black +3.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BK3,20,Weeks,,1
CL10BL1,Blue +1.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBL+1.00,12,Weeks,20/12/2011,0
CL10BL1,Blue +1.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$0.000,,,20,Weeks,26/09/2016,0
CL10BL1,Blue +1.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BL1,20,Weeks,,1
CL10BL15,Blue +1.50 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBL+1.50,12,Weeks,20/12/2011,0
CL10BL15,Blue +1.50 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$1.700,,,20,Weeks,26/09/2016,0
CL10BL15,Blue +1.50 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BL15,20,Weeks,,1
CL10BL2,Blue +2.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBL+2.00,12,Weeks,20/12/2011,0
CL10BL2,Blue +2.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$1.700,,,20,Weeks,26/09/2016,0
CL10BL2,Blue +2.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BL2,20,Weeks,,1
CL10BL3,Blue +3.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBL+3.00,12,Weeks,20/12/2011,0
CL10BL3,Blue +3.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,24/11/2014,$1.700,$0.000,$1.700,$1.700,,,20,Weeks,,0
CL10BL3,Blue +3.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BL3,20,Weeks,,1
CL10BZ1,Bronze +1.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBZ+1.00,12,Weeks,20/12/2011,0
CL10BZ1,Bronze +1.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$1.700,,,20,Weeks,26/09/2016,0
CL10BZ1,Bronze +1.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BZ1,20,Weeks,,1
CL10BZ25,Bronze +2.50 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBZ+2.50,12,Weeks,20/12/2011,0
CL10BZ25,Bronze +2.50 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$1.700,,,20,Weeks,26/09/2016,0
CL10BZ25,Bronze +2.50 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BZ25,20,Weeks,,1
CL10BZ3,Bronze +3.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XBZ+3.00,12,Weeks,20/12/2011,0
CL10BZ3,Bronze +3.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,26/09/2016,$2.130,$0.083,$2.213,$1.700,,,20,Weeks,26/09/2016,0
CL10BZ3,Bronze +3.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10BZ3,20,Weeks,,1
CL10RE1,Red +1.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XRD+1.00,12,Weeks,20/12/2011,0
CL10RE1,Red +1.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,24/11/2014,$2.057,$0.425,$2.482,$1.700,,,20,Weeks,17/12/2013,0
CL10RE1,Red +1.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10RE1,20,Weeks,,1
CL10RE15,Red +1.50 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XRD+1.50,12,Weeks,20/12/2011,0
CL10RE15,Red +1.50 Petite Classic Readers,KEEN,Keen Look Co. Ltd,24/11/2014,$2.057,$0.425,$2.482,$1.700,,,20,Weeks,17/12/2013,0
CL10RE15,Red +1.50 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10RE15,20,Weeks,,1
CL10RE2,Red +2.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XRD+2.00,12,Weeks,20/12/2011,0
CL10RE2,Red +2.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,24/11/2014,$1.700,$0.000,$1.700,$1.700,,,20,Weeks,,0
CL10RE2,Red +2.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10RE2,20,Weeks,,1
CL10RE25,Red +2.50 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XRD+2.50,12,Weeks,20/12/2011,0
CL10RE25,Red +2.50 Petite Classic Readers,KEEN,Keen Look Co. Ltd,24/11/2014,$2.057,$0.425,$2.482,$1.700,,,20,Weeks,17/12/2013,0
CL10RE25,Red +2.50 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10RE25,20,Weeks,,1
CL10RE3,Red +3.00 Petite Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,20/12/2011,$5.465,$0.091,$5.556,$0.000,,MNX0645-XRD+3.00,12,Weeks,20/12/2011,0
CL10RE3,Red +3.00 Petite Classic Readers,KEEN,Keen Look Co. Ltd,24/11/2014,$2.057,$0.425,$2.482,$1.700,,,20,Weeks,17/12/2013,0
CL10RE3,Red +3.00 Petite Classic Readers,KEENUSD,Keen Look Co. Ltd,20/09/2018,$0.000,$0.000,$0.000,$1.700,,CL10RE3,20,Weeks,,1
CL11BK1,Black +1.00 Standard Classic Readers,AROM1,Aroma Eyewear Manufactory Ltd,16/05/2012,$5.906,$0.432,$6.338,$3.800,,SS2342-XBLK+1.00,12,Weeks,16/05/2012,0
CL11BK1,Black +1.00 Standard Classic Readers,KEEN,Keen Look Co. Ltd,17/07/2018,$2.510,$0.151,$2.661,$1.700,,,20,Weeks,17/07/2018,0
